Title,Authors,Year,Publisher,Citations,Link,References
Performance of ChatGPT on USMLE: potential for AI-assisted medical education using large language models,"TH Kung, M Cheatham, A Medenilla, C Sillos… ",2023,journals,3045,https://journals.plos.org/digitalhealth/article?id=10.1371/journal.pdig.0000198&fbclid=IwAR3U9R0A,"https://scholar.google.com/scholar?q=related:PnsTup8velIJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Academic Integrity considerations of AI Large Language Models in the post-pandemic era: ChatGPT and beyond,M Perkins ,2023,search,636,https://search.informit.org/doi/abs/10.3316/informit.T2024111300009591751711095,"https://scholar.google.com/scholar?q=related:OefQQoGXnZsJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
3d-llm: Injecting the 3d world into large language models,"Y Hong, H Zhen, P Chen, S Zheng… ",2023,proceedings,277,https://proceedings.neurips.cc/paper_files/paper/2023/hash/413885e70482b95dcbeeddc1daf39177-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:AAAc3ob-eH4J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Academic Integrity considerations of AI Large Language Models in the post-pandemic era: ChatGPT and beyond,M Perkins ,2023,search,636,https://search.informit.org/doi/abs/10.3316/informit.T2024111300009591751711095,"https://scholar.google.com/scholar?q=related:OefQQoGXnZsJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
3d-llm: Injecting the 3d world into large language models,"Y Hong, H Zhen, P Chen, S Zheng… ",2023,proceedings,277,https://proceedings.neurips.cc/paper_files/paper/2023/hash/413885e70482b95dcbeeddc1daf39177-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:AAAc3ob-eH4J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Comparative evaluation of commercial large language models on promptbench: An english and chinese perspective,"S Wang, Q Ouyang, B Wang ",2024,assets-eu,53,https://assets-eu.researchsquare.com/files/rs-3987793/v1_covered_27f122c0-14cd-461d-8e6c-4d90e88a80b3.pdf,"https://scholar.google.com/scholar?q=related:1sIWFp6BiCEJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
The great transformer: Examining the role of large language models in the political economy of AI,"D Luitse, W Denkena ",2021,journals,183,https://journals.sagepub.com/doi/abs/10.1177/20539517211047734,"https://scholar.google.com/scholar?q=related:i4qVvAKlHUEJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Understanding the benefits and challenges of using large language model-based conversational agents for mental well-being support,"Z Ma, Y Mei, Z Su ",2024,pmc,98,https://pmc.ncbi.nlm.nih.gov/articles/PMC10785945/,"https://scholar.google.com/scholar?q=related:Q34fT1BUHRQJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Kv cache is 1 bit per channel: Efficient large language model inference with coupled quantization,"T Zhang, J Yi, Z Xu… ",2024,proceedings,16,https://proceedings.neurips.cc/paper_files/paper/2024/hash/05d6b5b6901fb57d2c287e1d3ce6d63c-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:MPpiI1ue6U8J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Fingpt: Democratizing internet-scale data for financial large language models,"XY Liu, G Wang, H Yang, D Zha ",2023,arxiv,408,https://arxiv.org/abs/2307.10485,"https://scholar.google.com/scholar?q=related:KOrUGePhVYEJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Self-discover: Large language models self-compose reasoning structures,"P Zhou, J Pujara, X Ren, X Chen… ",2024,proceedings,39,https://proceedings.neurips.cc/paper_files/paper/2024/hash/e41efb03e20ca3c231940a3c6917ef6f-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:J17cSN-rZxcJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Persistent anti-muslim bias in large language models,"A Abid, M Farooqi, J Zou ",2021,dl,659,https://dl.acm.org/doi/abs/10.1145/3461702.3462624,"https://scholar.google.com/scholar?q=related:-m6yIcnQOYAJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Chain of agents: Large language models collaborating on long-context tasks,"Y Zhang, R Sun, Y Chen, T Pfister… ",2024,proceedings,18,https://proceedings.neurips.cc/paper_files/paper/2024/hash/ee71a4b14ec26710b39ee6be113d7750-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:ar8mdx1uMowJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
ChatGPT and a new academic reality: Artificial Intelligence‐written research papers and the ethics of the large language models in scholarly publishing,"BD Lund, T Wang, NR Mannuru, B Nie… ",2023,Wiley Online Library,793,https://asistdl.onlinelibrary.wiley.com/doi/abs/10.1002/asi.24750,"https://scholar.google.com/scholar?q=related:2T4LeKYyMsgJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Enabling conversational interaction with mobile ui using large language models,"B Wang, G Li, Y Li ",2023,dl,187,https://dl.acm.org/doi/abs/10.1145/3544548.3580895,"https://scholar.google.com/scholar?q=related:eVtRa30_k0QJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Jigsaw: Large language models meet program synthesis,"N Jain, S Vaidyanath, A Iyer, N Natarajan… ",2022,dl,235,https://dl.acm.org/doi/abs/10.1145/3510003.3510203,"https://scholar.google.com/scholar?q=related:Axja6TB57TcJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Progprompt: Generating situated robot task plans using large language models,"I Singh, V Blukis, A Mousavian, A Goyal… ",2023,ieeexplore,788,https://ieeexplore.ieee.org/abstract/document/10161317/,"https://scholar.google.com/scholar?q=related:xTajse6HXTwJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Flexgen: High-throughput generative inference of large language models with a single gpu,"Y Sheng, L Zheng, B Yuan, Z Li… ",2023,proceedings,368,https://proceedings.mlr.press/v202/sheng23a.html,"https://scholar.google.com/scholar?q=related:HI7dAQdNKisJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Memorization without overfitting: Analyzing the training dynamics of large language models,"K Tirumala, A Markosyan… ",2022,proceedings,263,https://proceedings.neurips.cc/paper_files/paper/2022/hash/fa0509f4dab6807e2cb465715bf2d249-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:nM8bNwoiwz0J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
The dangers of using large language models for peer review,T Donker ,2023,thelancet,54,https://www.thelancet.com/journals/laninf/article/PIIS1473-3099(23)00290-6/abstract?uuid=uuid%3A90b5662c-fd8d-4f2e-8d91-64860dca0c78,"https://scholar.google.com/scholar?q=related:FjOJIyDRUocJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Generating with confidence: Uncertainty quantification for black-box large language models,"Z Lin, S Trivedi, J Sun ",2023,arxiv,214,https://arxiv.org/abs/2305.19187,"https://scholar.google.com/scholar?q=related:gPbWq_QACqYJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
"The utility of ChatGPT as an example of large language models in healthcare education, research and practice: Systematic review on the future perspectives and …",M Sallam ,2023,medrxiv,286,https://www.medrxiv.org/content/10.1101/2023.02.19.23286155.abstract,"https://scholar.google.com/scholar?q=related:C9NhjOMJ1AoJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Large language model unlearning via embedding-corrupted prompts,"C Liu, Y Wang, J Flanigan, Y Liu ",2024,proceedings,22,https://proceedings.neurips.cc/paper_files/paper/2024/hash/d6359156e0e30b1caa116a4306b12688-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:bL-JMTjX3vcJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Flowllm: Flow matching for material generation with large language models as base distributions,"A Sriram, B Miller, RTQ Chen… ",2024,proceedings,8,https://proceedings.neurips.cc/paper_files/paper/2024/hash/51d317df78eded9eb3c9d3fb1091c279-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:B8mjogAsQfEJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Buffer of thoughts: Thought-augmented reasoning with large language models,"L Yang, Z Yu, T Zhang, S Cao, M Xu… ",2024,proceedings,29,https://proceedings.neurips.cc/paper_files/paper/2024/hash/cde328b7bf6358f5ebb91fe9c539745e-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:QMrNJ5TV3yQJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Agentgen: Enhancing planning abilities for large language model based agent via environment and task generation,"M Hu, P Zhao, C Xu, Q Sun, J Lou, Q Lin, P Luo… ",2024,arxiv,10,https://arxiv.org/abs/2408.00764,"https://scholar.google.com/scholar?q=related:Qc9sM4vchAMJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Leveraging pre-trained large language models to construct and utilize world models for model-based task planning,"L Guan, K Valmeekam, S Sreedharan… ",2023,proceedings,181,https://proceedings.neurips.cc/paper_files/paper/2023/hash/f9f54762cbb4fe4dbffdd4f792c31221-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:eksEeKO_dOsJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Boosting large language model for speech synthesis: An empirical study,"H Hao, L Zhou, S Liu, J Li, S Hu… ",2025,"2025 …, 2025 - ieeexplore",18,https://ieeexplore.ieee.org/abstract/document/10890588/,"https://scholar.google.com/scholar?q=related:bwpKJ2_bQBUJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Legalbench: A collaboratively built benchmark for measuring legal reasoning in large language models,"N Guha, J Nyarko, D Ho, C Ré… ",2023,proceedings,185,https://proceedings.neurips.cc/paper_files/paper/2023/hash/89e44582fd28ddfea1ea4dcb0ebbf4b0-Abstract-Datasets_and_Benchmarks.html,"https://scholar.google.com/scholar?q=related:jHiUHffAiIEJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Evolutionary large language model for automated feature transformation,"N Gong, CK Reddy, W Ying, H Chen, Y Fu ",2024,arxiv,7,https://arxiv.org/abs/2405.16203,"https://scholar.google.com/scholar?q=related:OeQ4Lu_7mIUJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Eureka: Human-level reward design via coding large language models,"YJ Ma, W Liang, G Wang, DA Huang, O Bastani… ",2023,arxiv,334,https://arxiv.org/abs/2310.12931,"https://scholar.google.com/scholar?q=related:uTU_ctNsUgYJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Aligning modalities in vision large language models via preference fine-tuning,"Y Zhou, C Cui, R Rafailov, C Finn, H Yao ",2024,arxiv,75,https://arxiv.org/abs/2402.11411,"https://scholar.google.com/scholar?q=related:zdrnb1quqh4J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Discovering preference optimization algorithms with and for large language models,"C Lu, S Holt, C Fanconi, A Chan… ",2024,proceedings,12,https://proceedings.neurips.cc/paper_files/paper/2024/hash/9d88b87b31986f8293bb0067a841579e-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:LHhUX1WH56oJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Hallucination is inevitable: An innate limitation of large language models,"Z Xu, S Jain, M Kankanhalli ",2024,arxiv,343,https://arxiv.org/abs/2401.11817,"https://scholar.google.com/scholar?q=related:Z-Hc3202z3YJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Theory of mind may have spontaneously emerged in large language models,M Kosinski ,2023,arxiv,443,https://arxiv.org/pdf/2302.02083v2/1000,"https://scholar.google.com/scholar?q=related:-1sxRf1U0OUJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Evaluating large language models in generating synthetic hci research data: a case study,"P Hämäläinen, M Tavast, A Kunnari ",2023,dl,249,https://dl.acm.org/doi/abs/10.1145/3544548.3580688,"https://scholar.google.com/scholar?q=related:AO1InHoC6a0J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
"A review on edge large language models: Design, execution, and applications","Y Zheng, Y Chen, B Qian, X Shi, Y Shu… ",2024,dl,9,https://dl.acm.org/doi/abs/10.1145/3719664,"https://scholar.google.com/scholar?q=related:XEg_siyALsoJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Using large language models to enhance programming error messages,"J Leinonen, A Hellas, S Sarsa, B Reeves… ",2023,dl,207,https://dl.acm.org/doi/abs/10.1145/3545945.3569770,"https://scholar.google.com/scholar?q=related:-NK5_5ryZEEJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Expectation vs. experience: Evaluating the usability of code generation tools powered by large language models,"P Vaithilingam, T Zhang, EL Glassman ",2022,dl,666,https://dl.acm.org/doi/abs/10.1145/3491101.3519665,"https://scholar.google.com/scholar?q=related:pzVEIeKQuzwJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Large language models are state-of-the-art evaluators of translation quality,"T Kocmi, C Federmann ",2023,arxiv,297,https://arxiv.org/abs/2302.14520,"https://scholar.google.com/scholar?q=related:sXLLql1tFrYJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
A closer look into using large language models for automatic evaluation,"CH Chiang, H Lee ",2023,aclanthology,55,https://aclanthology.org/2023.findings-emnlp.599/,"https://scholar.google.com/scholar?q=related:dnoJY9pWgSwJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Tabllm: Few-shot classification of tabular data with large language models,"S Hegselmann, A Buendia, H Lang… ",2023,proceedings,306,https://proceedings.mlr.press/v206/hegselmann23a.html,"https://scholar.google.com/scholar?q=related:7qx62OHNyEcJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Large language models can be strong differentially private learners,"X Li, F Tramer, P Liang, T Hashimoto ",2021,arxiv,383,https://arxiv.org/abs/2110.05679,"https://scholar.google.com/scholar?q=related:tr3_IY7PH7IJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Megatron-lm: Training multi-billion parameter language models using model parallelism,"M Shoeybi, M Patwary, R Puri, P LeGresley… ",2019,arxiv,2013,https://arxiv.org/abs/1909.08053,"https://scholar.google.com/scholar?q=related:5d43SQC6d4YJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Llm-qat: Data-free quantization aware training for large language models,"Z Liu, B Oguz, C Zhao, E Chang, P Stock… ",2023,arxiv,254,https://arxiv.org/abs/2305.17888,"https://scholar.google.com/scholar?q=related:2pwWo0tcPJ4J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
A comprehensive survey of hallucination mitigation techniques in large language models,"SM Tonmoy, SM Zaman, V Jain, A Rani… ",2024,amanchadha,292,https://www.amanchadha.com/research/2401.01313.pdf,"https://scholar.google.com/scholar?q=related:nNXoVOlDA7sJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Applications of large language models in cloud computing: An empirical study using real-world data,"H Li, SX Wang, F Shang, K Niu… ",2024,spectrumofresearch,49,http://spectrumofresearch.com/index.php/sr/article/view/8,"https://scholar.google.com/scholar?q=related:0_1OVyuk3mgJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Autodan: Generating stealthy jailbreak prompts on aligned large language models,"X Liu, N Xu, M Chen, C Xiao ",2023,arxiv,450,https://arxiv.org/abs/2310.04451,"https://scholar.google.com/scholar?q=related:mcLaeplHL1gJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
A survey on rag meeting llms: Towards retrieval-augmented large language models,"W Fan, Y Ding, L Ning, S Wang, H Li, D Yin… ",2024,dl,239,https://dl.acm.org/doi/abs/10.1145/3637528.3671470,"https://scholar.google.com/scholar?q=related:IsY3Dn0wmz0J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Grounding multimodal large language models in actions,"A Szot, B Mazoure, H Agrawal… ",2024,proceedings,9,https://proceedings.neurips.cc/paper_files/paper/2024/hash/2406694fd7bc7e7bf257446a14f9ea63-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:YRnfhqC1IHgJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Exploring large language models for knowledge graph completion,"L Yao, J Peng, C Mao, Y Luo ",2025,"2025 IEEE …, 2025 - ieeexplore",75,https://ieeexplore.ieee.org/abstract/document/10889242/,"https://scholar.google.com/scholar?q=related:J43o9Km-AxsJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Large language models are zero-shot fuzzers: Fuzzing deep-learning libraries via large language models,"Y Deng, CS Xia, H Peng, C Yang, L Zhang ",2023,dl,251,https://dl.acm.org/doi/abs/10.1145/3597926.3598067,"https://scholar.google.com/scholar?q=related:CYBRem_SC_0J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Towards mitigating hallucination in large language models via self-reflection,"Z Ji, T Yu, Y Xu, N Lee, E Ishii, P Fung ",2023,arxiv,268,https://arxiv.org/abs/2310.06271,"https://scholar.google.com/scholar?q=related:aj3pPoWGuu4J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Large language models are zero-shot time series forecasters,"N Gruver, M Finzi, S Qiu… ",2023,proceedings,379,https://proceedings.neurips.cc/paper_files/paper/2023/hash/3eb7ca52e8207697361b2c0fb3926511-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:4SA4lEexKrYJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
