Title,Authors,Year,Publisher,Citations,Link
 A comprehensive review of various machine learning techniques for heart disease prediction,GS Sajja ,2021, researchgate,6,https://www.researchgate.net/profile/Guna-Sajja/publication/356416262_A_Comprehensive_Review_of_Various_Machine_Learning_Techniques_for_Heart_Disease_Prediction/links/619eb565f81629372f04698c/A-Comprehensive-Review-of-Various-Machine-Learning-Techniques-for-Heart-Disease-Prediction.pdf
 A model to detect heart disease using machine learning algorithm,"OE Taylor, PS Ezekiel… ",2019, researchgate,30,https://www.researchgate.net/profile/Onate-Taylor/publication/337657343_A_Model_to_Detect_Heart_Disease_using_Machine_Learning_Algorithm/links/5de3b25b4585159aa4584a58/A-Model-to-Detect-Heart-Disease-using-Machine-Learning-Algorithm.pdf
Overcoming small data limitations in heart disease prediction by using surrogate data,"A Sabay, L Harris, V Bejugama… ",2018, scholar,37,https://scholar.smu.edu/datasciencereview/vol1/iss3/12/
Decision tree algorithms for prediction of heart disease,"S Maji, S Arora ",2019, Springer,146,https://link.springer.com/chapter/10.1007/978-981-13-0586-3_45
 A technical comparative heart disease prediction framework using boosting ensemble techniques,"N Nissa, S Jamwal, M Neshat ",2024, mdpi,16,https://www.mdpi.com/2079-3197/12/1/15
Comparative study of heart disease prediction algorithm,"S Rathi, P Mehta, V Mishra, A Karale… ",2023, ieeexplore,6,https://ieeexplore.ieee.org/abstract/document/10270208/
Heart disease prediction using machine learning technique,"PP Pattnaik, SR Padhy, BSP Mishra, S Mishra… ",2020, Springer,5,https://link.springer.com/chapter/10.1007/978-981-15-8752-8_20
A novel approach for prediction of heart disease using machine learning algorithms,"A Kumari, AK Mehta ",2021, ieeexplore,22,https://ieeexplore.ieee.org/abstract/document/9544544/
Heart Disease Prediction Using Interquartile Range Preprocessing and Hypertuned Machine Learning,"K Rashid, MA Islam, RA Tanzin… ",2022, ieeexplore,4,https://ieeexplore.ieee.org/abstract/document/9985644/
Analysis of heart disease prediction using machine learning techniques,"NH Priya, N Gopikarani, SS Gowri ",2021, taylorfrancis,6,https://www.taylorfrancis.com/chapters/edit/10.1201/9781003045564-8/analysis-heart-disease-prediction-using-machine-learning-techniques-hema-priya-gopikarani-shymala-gowri
 Optimized ensemble learning approach with explainable AI for improved heart disease prediction,"ID Mienye, N Jere ",2024, mdpi,31,https://www.mdpi.com/2078-2489/15/7/394
Heart Disease Prediction using Machine Learning,"A Raj, S Kumar, A Kumar… ",2023, ieeexplore,1,https://ieeexplore.ieee.org/abstract/document/10441292/
Ensemble framework for cardiovascular disease prediction,"A Tiwari, A Chugh, A Sharma ",2022, Elsevier,93,https://www.sciencedirect.com/science/article/pii/S0010482522004164
An Automated Diagnostic System for Heart Disease Prediction Based on   Statistical Model and Optimally Configured Deep Neural Network,"L Ali, A Rahman, A Khan, M Zhou, A Javeed… ",2019, ieeexplore,324,https://ieeexplore.ieee.org/abstract/document/8666632/
Innovative feature selection and classification model for heart disease prediction,"SM Nagarajan, V Muthukumaran, R Murugesan… ",2022, Springer,61,https://link.springer.com/article/10.1007/s40860-021-00152-3
 Heart Disease Prediction using CNN Deep Learning Model,"N Harkulkar, S Nadkarni, B Patel… ",2020, academia,15,https://www.academia.edu/download/65311007/32671.pdf
An effective classification algorithm for heart disease prediction with genetic algorithm for feature selection,"S Kanwal, J Rashid, MW Nisar, J Kim… ",2021, ieeexplore,24,https://ieeexplore.ieee.org/abstract/document/9526242/
Heart Disease Prediction Using Enhanced Whale Optimization Algorithm Based Feature Selection With Machine Learning Techniques,"A Lakshmi, R Devi ",2023, ieeexplore,4,https://ieeexplore.ieee.org/abstract/document/10428617/
 Improved heart disease prediction using particle swarm optimization based stacked sparse autoencoder,"ID Mienye, Y Sun ",2021, mdpi,79,https://www.mdpi.com/2079-9292/10/19/2347
 Bio-inspired disease prediction: harnessing the power of electric eel foraging optimization algorithm with machine learning for heart disease prediction,"G Narasimhan, A Victor ",2024, Springer,0,https://link.springer.com/article/10.1007/s10462-024-10975-0
Comparison of coronary heart disease prediction models using various machine learning algorithms,R Rana ,2021, kuwaitjournals,6,https://kuwaitjournals.org/jer/index.php/JER/article/view/15323
Heart disease classification using machine learning models,"SO Folorunso, JB Awotunde, EA Adeniyi… ",2021, Springer,26,https://link.springer.com/chapter/10.1007/978-3-030-95630-1_3
 Comparative analysis of classification function techniques for heart disease prediction,"S Vijayarani, S Sudha ",2013, researchgate,48,https://www.researchgate.net/profile/Vijayarani-Mohan/publication/329800078_Comparative_Analysis_of_Classification_Function_Techniques_for_Heart_Disease_Prediction/links/5e4d1843a6fdccd965b0da66/Comparative-Analysis-of-Classification-Function-Techniques-for-Heart-Disease-Prediction.pdf
Comparative analysis of classification approaches for heart disease prediction,"SMM Hasan, MA Mamun, MP Uddin… ",2018, ieeexplore,83,https://ieeexplore.ieee.org/abstract/document/8465594/
 Application of IOT and machine learning techniques for heart disease prediction and diagnosis: A comprehensive review,"A Ziryawulawo, AC Ogare, F Ayebare… ",2022, academia,5,https://www.academia.edu/download/89889047/ijasre_34228.pdf
Cardiac disease prediction using machine learning algorithms,"A Trisal, V Sagar, R Jameel ",2022, ieeexplore,13,https://ieeexplore.ieee.org/abstract/document/9844370/
Heart disease prediction using hyper parameter optimization (HPO) tuning,"R Valarmathi, T Sheela ",2021, Elsevier,128,https://www.sciencedirect.com/science/article/pii/S1746809421006303
Heart disease prediction using machine learning algorithms,"G Thilagavathi, S Priyanka, V Roopa… ",2022, ieeexplore,5,https://ieeexplore.ieee.org/abstract/document/9793107/
Comparing Machine Learning Models for Heart Disease Prediction,"S Chua, V Sia, PNE Nohuddin ",2022, ieeexplore,3,https://ieeexplore.ieee.org/abstract/document/9936861/
Analysis of weka data mining techniques for heart disease prediction system,"B Saleh, A Saedi, A Al",2020, ijmedrev,31,https://www.ijmedrev.com/article_107189.html
Heart disease prediction with machine learning and virtual reality: from future perspective,"A Arya, M Sehgal, N Bhatia, S Juneja… ",2023, Elsevier,8,https://www.sciencedirect.com/science/article/pii/B9780323983815000118
 Iot-cloud-based smart healthcare monitoring system for heart disease prediction via deep learning,"AA Nancy, D Ravindran, PMD Raj Vincent… ",2022, mdpi,207,https://www.mdpi.com/2079-9292/11/15/2292
An effective heart disease prediction model based on machine learning techniques,"RC Ripan, IH Sarker, M Hasan Furhad… ",2020, Springer,6,https://link.springer.com/chapter/10.1007/978-3-030-73050-5_28
 A secure remote health monitoring for heart disease prediction using machine learning and deep learning techniques in explainable artificial intelligence …,"SP Patro, N Padhy ",2023, mdpi,7,https://www.mdpi.com/2673-4591/58/1/78
 Enhancing Heart Disease Prediction Accuracy Through Hybrid Machine Learning Methods,"NS Gupta, SK Rout, S Barik, RR Kalangi… ",2024, academia,4,https://www.academia.edu/download/117477556/2972.pdf
Heart disease prediction using logistic regression and random forest classifier,"PK Misra, N Kumar, A Misra… ",2023, taylorfrancis,19,https://www.taylorfrancis.com/chapters/edit/10.1201/9781003356189-6/heart-disease-prediction-using-logistic-regression-random-forest-classifier-praveen-kumar-misra-narendra-kumar-anuradha-misra-alex-khang
Prediction of heart disease using a collection of machine and deep learning algorithms,"AMA Barhoom, A Almasri, BS Abu",2022, philpapers,42,https://philpapers.org/rec/BARPOH-4
 A hybrid GA and PSO optimized approach for heart-disease prediction based on random forest,MG El,2022, Springer,117,https://link.springer.com/article/10.1007/s11042-022-12425-x
Heart disease prediction system using decision tree and naive Bayes algorithm,"S Maheswari, R Pitchai ",2019, benthamdirect,60,https://www.benthamdirect.com/content/journals/cmir/10.2174/1573405614666180322141259
A Hybrid Approach for Heart Disease Prediction using Genetic Algorithm and SVM,"SU Warsi, S Mohsin, M Asif, A Hassan… ",2024, ieeexplore,6,https://ieeexplore.ieee.org/abstract/document/10473308/
Intelligent heart disease prediction system using data mining techniques,"S Palaniappan, R Awang ",2008, ieeexplore,1143,https://ieeexplore.ieee.org/abstract/document/4493524/
Hybrid clustering-based fast support vector machine model for heart disease prediction,"CD Maddukuri, R Senapati ",2023, Springer,6,https://link.springer.com/chapter/10.1007/978-981-99-3932-9_24
Coronary artery disease prediction using machine learning techniques,"KN Devi, S Suruthi, S Shanthi ",2022, ieeexplore,12,https://ieeexplore.ieee.org/abstract/document/9785140/
HeartCare: IoT based heart disease prediction system,"A Gupta, S Yadav, S Shahid ",2019, ieeexplore,26,https://ieeexplore.ieee.org/abstract/document/9031924/
Heart disease prediction system using Correlation Based Feature Selection with Multilayer Perceptron approach.,"AM Kuruvilla, NV Balaji ",2021, iopscience,16,https://iopscience.iop.org/article/10.1088/1757-899X/1085/1/012028/meta
 Heart disease prediction using machine learning,"MM Bhajibhakare, MM Bhajibhakare ",2019, academia,5,https://www.academia.edu/download/62355101/75_IJRASET26067455-46020200313-130123-s0daif.pdf
Heart disease prediction using xgboost,"S Doki, S Devella, S Tallam… ",2022, ieeexplore,13,https://ieeexplore.ieee.org/abstract/document/9917678/
A scalable solution for heart disease prediction using classification mining technique,RG Saboji ,2017, ieeexplore,61,https://ieeexplore.ieee.org/abstract/document/8389755/
Machine learning based heart disease prediction system,"A Ambika, A Freeda, K Venket, D Ram… ",2023, pubs,2,https://pubs.aip.org/aip/acp/article-abstract/2963/1/020009/2921070
Intelligent heart disease prediction system using data mining modeling techniques,"S Bhardwaj, S Jain, NK Trivedi, A Kumar… ",2022, Springer,24,https://link.springer.com/chapter/10.1007/978-981-19-0707-4_79
Empirical analysis of heart disease prediction using deep learning,"A Jaiswal, M Singh, N Sachdeva ",2023, ieeexplore,9,https://ieeexplore.ieee.org/abstract/document/10201235/
Evaluation of Machine Learning Approaches for Accurate Heart Disease Prediction,"P Shankar, S Rallabandi, B Singabhattu… ",2023, ieeexplore,2,https://ieeexplore.ieee.org/abstract/document/10306927/
Disease prediction from various symptoms using machine learning,"R Keniya, A Khakharia, V Shah, V Gada… ",2020, papers,57,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3661426
Improving heart disease prediction using feature selection through genetic algorithm,"A Aleem, G Prateek, N Kumar ",2021, Springer,12,https://link.springer.com/chapter/10.1007/978-3-030-96040-7_57
 Prediction of heart diseases by using supervised machine learning algorithms,"SM Muhammed, G Abdul",2023,2023,11,/citations?user=-bKCayYAAAAJ&hl=en&oe=ASCII&oi=sra
 Comparative analysis of machine learning algorithms for heart disease prediction using the Cleveland Heart Disease dataset,D Shrestha ,2024, preprints,2,https://www.preprints.org/manuscript/202407.1333/download/final_file
 Chronic kidney disease prediction using machine learning,PG Scholar ,2018, academia,41,https://www.academia.edu/download/56493051/41_Paper_310318109_IJCSIS_Camera_Ready_pp.308-311.pdf
Comprehensive analysis of heart disease prediction: Machine learning approach,"S Sivakumar, TC Pramod ",2022, ieeexplore,4,https://ieeexplore.ieee.org/abstract/document/9972035/
A systematic review of Machine learning techniques for Heart disease prediction.,"S Udhan, B Patil ",2021, search,6,https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=09765034&AN=150117664&h=1gVgi5GlsvHd3zND66yYqPcfDFw4SBayTjWmezSlI39N9aa8bDCwbpcMHJAKxjYA9JmRpz4VPAAykEBRI9MDBQ%3D%3D&crl=c
Heart disease prediction using machine learning algorithm,"MR Singh, A Sharma, D Singh ",2021, ieeexplore,3,https://ieeexplore.ieee.org/abstract/document/9725735/
Heart disease prediction using ensemble voting methods in machine learning,"S Cyriac, R Sivakumar, N Raju… ",2022, ieeexplore,5,https://ieeexplore.ieee.org/abstract/document/9952655/
Novel intelligent model for heart disease prediction using dynamic KNN (DKNN) with improved accuracy over SVM,"KSK Reddy, KV Kanimozhi ",2022, ieeexplore,14,https://ieeexplore.ieee.org/abstract/document/9758996/
A Comprehensive Review on Heart Disease Risk Prediction using Machine Learning and Deep Learning Algorithms,"VVR Karna, VR Karna, V Janamala… ",2024, Springer,4,https://link.springer.com/article/10.1007/s11831-024-10194-4
Heart Disease Prediction using Machine Learning,"G Singh, N Kumar, P Kumari ",2023, ieeexplore,1,https://ieeexplore.ieee.org/abstract/document/10541803/
Improved and Intelligent Heart Disease Prediction System using Machine Learning Algorithm,"N Alam, S Alam, F Tasnim, S Sharmin ",2022, Springer,3,https://link.springer.com/chapter/10.1007/978-3-031-34619-4_9
 Heart disease prediction using hybrid genetic fuzzy model,"T Santhanam, EP Ephzibah ",2015,2,79,https://sciresol.s3.us-east-2.amazonaws.com/IJST/Articles/2015/Issue-9/Article1.pdf
Efficient way of heart disease prediction and analysis using different ensemble algorithm: a comparative study,"P Duraisamy, Y Natarajan ",2022, ieeexplore,14,https://ieeexplore.ieee.org/abstract/document/10009569/
Community detection to improve machine learning based heart disease prediction,"A Dibaji, S Sulaimany ",2024, ieeexplore,3,https://ieeexplore.ieee.org/abstract/document/10475216/
Heart disease prediction using image segmentation Through the CNN model,"A Pant, A Rasool, R Wadhvani… ",2023, ieeexplore,12,https://ieeexplore.ieee.org/abstract/document/10048835/
